"/g/1172hxxrk","traditional sport"
"/g/11jwzh3_l","volcanic landform"
"/g/11jxkqbpp","mountainous landforms"
"/g/11jy976z6","small terrier"
"/g/11k2xz7mr","meteorological phenomenon"
"/g/11k38drqt","grilled food"
"/g/121sl9wl","jaguar s type"
"/g/12233hjw","classic"
"/g/1261x0jn3","baby products"
"/g/1q5yy2zkf","hairless cat"
"/m/010dmf","isle of man tt"
"/m/010jjr","amusement park"
"/m/010l12","roller coaster"
"/m/0117z","air show"
"/m/0118ms9c","reflex camera"
"/m/011_dp","skin head percussion instrument"
"/m/011_f4","string instrument"
"/m/011_g9","wind instrument"
"/m/011_lb","vespa"
"/m/011_xr","azalea"
"/m/011jbn","gourd"
"/m/011jxn","lasagne"
"/m/011k07","tortoise"
"/m/011k_j","timpani"
"/m/011l1","afghan hound"
"/m/011l78","team"
"/m/011lh","azawakh"
"/m/011ljn","velvet"
"/m/011lx","acrylic paint"
"/m/011s0","advertising"
"/m/011v5tq3","media player"
"/m/011xdj","meringue"
"/m/011xz6","acura"
"/m/011y23","stained glass"
"/m/011yvr","plantation"
"/m/012015","stone tool"
"/m/012047","narcissus"
"/m/01205h","ferret"
"/m/012074","magpie"
"/m/0120dh","sea turtle"
"/m/0121d8","historic house"
"/m/0121tl","electronic instrument"
"/m/01224j","hearth"
"/m/01226z","football"
"/m/0122b5","newsprint"
"/m/0123gb","egret"
"/m/01240d","tuber"
"/m/0125ny","lake district"
"/m/0126gc","reindeer"
"/m/0127_k","spark plug"
"/m/0127n5","mussel"
"/m/01280g","wildlife"
"/m/01295w","galliformes"
"/m/0129nn","rook"
"/m/012blf","icelandic sheepdog"
"/m/012c4n","cucurbita"
"/m/012c9l","domestic short haired cat"
"/m/012cc2","russian blue"
"/m/012ckm","bonfire"
"/m/012d_c","blacksmith"
"/m/012f08","motor vehicle"
"/m/012gxj","gazelle"
"/m/012h24","comics"
"/m/012hvb","corset"
"/m/012jg5","manx"
"/m/012jh9","scottish fold"
"/m/012k6q","ocicat"
"/m/012lk9","player piano"
"/m/012lnv","himalayan"
"/m/012lr2","devon rex"
"/m/012ltm","birman"
"/m/012m47","chinese new year"
"/m/012mj","alcoholic beverage"
"/m/012mq4","sports car"
"/m/012mqx","iceberg"
"/m/012n4x","firefighter"
"/m/012n7d","ambulance"
"/m/012n91","emergency service"
"/m/012ndj","fire apparatus"
"/m/012q9c","bodyguard"
"/m/012q_x","coast guard"
"/m/012qdp","military officer"
"/m/012qyb","barber"
"/m/012rvq","reconnaissance"
"/m/012sbd","tournament"
"/m/012shk","seabird"
"/m/012t_z","businessperson"
"/m/012tq3","republic p 47 thunderbolt"
"/m/012v4j","hiking"
"/m/012v6r","sikorsky sh 3 sea king"
"/m/012v8q","bog"
"/m/012vt9","flautist"
"/m/012vv0","violist"
"/m/012vzz","plant pathology"
"/m/012w5l","ladder"
"/m/012wds","schutzhund"
"/m/012ww9","archaeological site"
"/m/012x5p","bento"
"/m/012x6l","laundry"
"/m/012x_7","osechi"
"/m/012x_n","okonomiyaki"
"/m/012xb8","nabemono"
"/m/012xff","toothbrush"
"/m/012xhn","slam dunk"
"/m/012xxq","onigiri"
"/m/012xzr","tempura"
"/m/012y1_","soba"
"/m/012zzh","somali"
"/m/01305f","condor"
"/m/0130jx","sink"
"/m/0132vv","american bobtail"
"/m/0132wl","japanese bobtail"
"/m/0132x9","kakig\305\215ri"
"/m/0133d8","porsche cayenne"
"/m/0134l","autumn"
"/m/01350r","performance art"
"/m/0137k8","boeing 737"
"/m/0138tl","toy"
"/m/013992","lathe"
"/m/01399x","pipe organ"
"/m/013_1c","statue"
"/m/013_44","leotard"
"/m/013__5","leek"
"/m/013btk","lark"
"/m/013c1m","mcdonnell douglas dc 10"
"/m/013m1","air force"
"/m/013phj","pontiac vibe"
"/m/013q4y","cheeseburger"
"/m/013q65","jelly bean"
"/m/013s93","t shirt"
"/m/013sbk","aquatic plant"
"/m/013sd_","lingonberry"
"/m/013sr7","boeing 757"
"/m/013v0m","rooibos"
"/m/013v4j","persimmon"
"/m/013vs","afterglow"
"/m/013w5c","boeing 717"
"/m/013x4m","radiology"
"/m/013xbf","electrical connector"
"/m/013xk6","banana family"
"/m/013xl3","hovercraft"
"/m/013xlm","tractor"
"/m/013y0j","organ"
"/m/013y1f","organ"
"/m/013yjr","ensete"
"/m/0140x","mcdonnell douglas av 8b harrier ii"
"/m/01423","fairchild republic a 10 thunderbolt ii"
"/m/0142t_","moat"
"/m/0142vg","sled"
"/m/0142wf","pajamas"
"/m/0142y7","spandex"
"/m/01432t","cassette deck"
"/m/01443y","headgear"
"/m/01445t","athlete"
"/m/0145sj","procyonidae"
"/m/01474s","vortex"
"/m/01482f","brie"
"/m/0148h8","mink"
"/m/01492b","opera house"
"/m/0149_7","shrew"
"/m/0149r","aquarium"
"/m/014_d3","ford taurus"
"/m/014_z9","apple pie"
"/m/014cnc","student"
"/m/014dsx","travel"
"/m/014f__","supercar"
"/m/014ht3","cosplay"
"/m/014hvd","long island iced tea"
"/m/014j1m","apple"
"/m/014jg3","training"
"/m/014jq0","analog synthesizer"
"/m/014jz8","udon"
"/m/014kk_","crescent"
"/m/014l8n","yogurt"
"/m/014m0q","ford model t"
"/m/014mnd","circus"
"/m/014mpm","intersection"
"/m/014rrf","hybrid vehicle"
"/m/014sg5","viola"
"/m/014sv8","eye"
"/m/014tl","ammunition"
"/m/014trl","cosmetics"
"/m/014v7p","zebra crossing"
"/m/014vnq","donburi"
"/m/014xcs","pedestrian crossing"
"/m/014y4n","paddle"
"/m/014yck","aircraft engine"
"/m/014zdl","explosion"
"/m/01504","brass"
"/m/0150fh","ultralight aviation"
"/m/01514","ballroom dance"
"/m/01515d","flight"
"/m/0151b0","triangle"
"/m/0151nd","balaclava"
"/m/0152hh","snowman"
"/m/0153bq","mascot"
"/m/01540","biology"
"/m/01553z","ratite"
"/m/01564y","lockheed c 5 galaxy"
"/m/0157l1","cable stayed bridge"
"/m/0158_5","cockpit"
"/m/0158vt","tunnel"
"/m/01599","beer"
"/m/0159gt","brewery"
"/m/015_77","walnut"
"/m/015_d","bomber"
"/m/015_x","cue sports"
"/m/015b1y","mai tai"
"/m/015bv3","document"
"/m/015c4z","sitting"
"/m/015fyw","poppy"
"/m/015g8h","saturn"
"/m/015h_t","beard"
"/m/015k1g","caller id"
"/m/015k7","gautama buddha"
"/m/015kp7","stratovolcano"
"/m/015kr","bridge"
"/m/015l_t","dust"
"/m/015lbc","crow like bird"
"/m/015ll","board game"
"/m/015lz1","singing"
"/m/015m2","bead"
"/m/015mm6","tights"
"/m/015mr2","lockheed p 3 orion"
"/m/015p6","bird"
"/m/015qcd","payphone"
"/m/015qff","traffic light"
"/m/015r61","modern art"
"/m/015rkd","chicory"
"/m/015rvg","wedding ring"
"/m/015s2f","water resources"
"/m/015st5","oil rig"
"/m/015vmt","rangefinder"
"/m/015w3y","falafel"
"/m/015w6q","barbie"
"/m/015w76","avro lancaster"
"/m/015w7p","cauliflower"
"/m/015wgc","croissant"
"/m/015x4r","cucumber"
"/m/015x5n","radish"
"/m/015y82","african grey"
"/m/015y8h","jet aircraft"
"/m/015z8s","airbus a320 family"
"/m/015z_b","takeoff"
"/m/015zbk","airbus a330"
"/m/015zfz","airbus"
"/m/015zzv","runway"
"/m/01613k","holding hands"
"/m/0161df","ulama"
"/m/0162_1","towel"
"/m/0162j4","rafting"
"/m/0162v0","kelp"
"/m/0163gn","paintball"
"/m/0163q8","flamingo"
"/m/01645p","avocado"
"/m/0166ls","park"
"/m/0167gd","doll"
"/m/0168g6","factory"
"/m/016983","river delta"
"/m/0169zh","smartphone"
"/m/016_bh","shadbush"
"/m/016b2k","bramble"
"/m/016b3m","gravel"
"/m/016bn0","omelette"
"/m/016bpr","recumbent bicycle"
"/m/016bql","igloo"
"/m/016br2","dome"
"/m/016btq","vineyard"
"/m/016c3c","graduation"
"/m/016c4t","ceremony"
"/m/016c68","adult"
"/m/016cjb","gospel music"
"/m/016f4d","porcelain"
"/m/016f9d","cowboy"
"/m/016fqn","douglas dc 3"
"/m/016g2_","lily family"
"/m/016g5h","editing"
"/m/016g8_","tarmac"
"/m/016gcr","guru"
"/m/016gq4","mulberry"
"/m/016h1k","handcuffs"
"/m/016m2d","skull"
"/m/016nqd","shape"
"/m/016nqt","twig"
"/m/016nsr","marsh"
"/m/016pxy","buzkashi"
"/m/016q19","petal"
"/m/016qdn","suede"
"/m/016rbg","melon"
"/m/016rvq","dewberry"
"/m/016s_l","saint patrick's day"
"/m/016sb3","margarita"
"/m/016wfy","pomeranian"
"/m/016wkx","pug"
"/m/016x44","spruce"
"/m/016x4z","fir"
"/m/016x87","hawthorn"
"/m/016xt7","spoke"
"/m/016yfz","shiitake"
"/m/016yx7","gym"
"/m/016z4k","singer songwriter"
"/m/016znt","public utility"
"/m/0170gz","nativity scene"
"/m/0172jz","bobcat"
"/m/0173tc","chapel"
"/m/01748f","balcony"
"/m/01748x","gooseberry"
"/m/0174g1","cushion"
"/m/0174k2","washing machine"
"/m/0174m3","dry cleaning"
"/m/0174n1","glove"
"/m/0174nj","gramophone record"
"/m/01767_","stocking"
"/m/0176mf","belt"
"/m/017752","toyota celica"
"/m/0177t1","plaid"
"/m/01786t","tricycle"
"/m/0178g","boeing"
"/m/017_cz","major appliance"
